Marital.status,Application.mode,Application.order,Course,Daytime.evening.attendance,Previous.qualification,Nacionality,Mother.s.qualification,Father.s.qualification,Mother.s.occupation,Father.s.occupation,Displaced,Educational.special.needs,Debtor,Gender,Scholarship.holder,Age.at.enrollment,International,Unemployment.rate,Inflation.rate,GDP,Target
1,1,5,14,1,1,1,13,28,10,10,1,0,0,0,0,18,0,8.9,1.4,3.51,Dropout
1,1,1,2,1,1,1,23,14,10,10,1,0,0,1,1,19,0,13.9,-0.3,0.79,Graduate
1,12,1,7,1,3,1,1,28,12,12,0,0,0,1,0,29,0,10.8,1.4,1.74,Dropout
1,1,3,6,1,1,1,23,1,10,10,1,0,0,0,1,18,0,9.4,-0.8,-3.12,Dropout
1,9,3,5,1,1,1,1,27,6,6,1,0,0,0,0,19,0,15.5,2.8,-4.06,Dropout
1,12,1,14,1,9,1,1,27,4,6,0,0,0,1,1,25,0,15.5,2.8,-4.06,Graduate
2,12,1,12,1,12,1,22,28,10,11,1,0,0,0,0,39,0,11.1,0.6,2.02,Dropout
1,12,1,6,1,1,1,23,28,10,10,1,0,0,0,0,24,0,10.8,1.4,1.74,Graduate
1,15,1,3,0,14,1,22,27,8,8,0,0,0,0,1,21,0,13.9,-0.3,0.79,Graduate
1,1,2,6,1,1,1,23,14,5,10,1,0,0,0,0,18,0,8.9,1.4,3.51,Graduate
1,1,2,14,1,1,1,13,1,10,4,1,0,0,0,0,18,0,10.8,1.4,1.74,Graduate
1,1,2,12,1,1,1,13,14,8,6,1,0,0,0,0,18,0,15.5,2.8,-4.06,Graduate
1,1,4,12,1,1,1,13,28,6,6,1,0,0,0,0,18,0,12.7,3.7,-1.7,Graduate
1,13,1,7,1,1,1,13,27,10,10,0,0,0,1,0,27,0,15.5,2.8,-4.06,Dropout
2,1,4,16,1,1,1,22,27,6,8,0,1,0,0,1,19,0,10.8,1.4,1.74,Graduate
1,1,3,11,1,1,1,13,27,5,8,1,0,0,0,0,21,0,11.1,0.6,2.02,Graduate
1,8,5,12,1,1,1,23,1,10,8,1,0,0,0,1,18,0,13.9,-0.3,0.79,Graduate
1,7,1,6,1,1,1,1,1,10,10,1,0,0,0,0,18,0,12.7,3.7,-1.7,Graduate
1,8,1,9,1,1,1,1,14,4,5,0,0,0,1,0,19,0,8.9,1.4,3.51,Dropout
1,1,4,12,1,1,1,13,28,10,10,1,0,0,0,1,19,0,12.4,0.5,1.79,Graduate
1,8,3,14,1,1,1,23,28,8,9,1,1,0,0,1,18,0,11.1,0.6,2.02,Graduate
1,1,2,14,1,1,1,23,27,6,6,1,0,0,0,0,21,0,9.4,-0.8,-3.12,Graduate
1,1,1,11,1,1,2,22,1,10,4,1,0,0,1,0,18,1,7.6,2.6,0.32,Graduate
1,1,1,12,1,1,1,13,28,10,9,1,0,0,1,0,18,0,7.6,2.6,0.32,Graduate
1,1,1,5,1,1,1,3,1,3,4,1,0,0,1,0,20,0,16.2,0.3,-0.92,Graduate
1,4,2,12,1,3,1,22,28,10,10,0,0,0,1,0,28,0,16.2,0.3,-0.92,Dropout
1,12,1,17,0,3,1,22,27,10,10,0,0,0,0,0,29,0,10.8,1.4,1.74,Dropout
1,9,3,15,1,1,1,13,1,10,10,1,0,0,1,0,19,0,10.8,1.4,1.74,Dropout
1,1,4,12,1,1,1,13,28,8,8,1,0,0,0,1,18,0,12.4,0.5,1.79,Graduate
1,1,1,16,1,1,1,13,10,10,5,1,0,0,0,0,19,0,7.6,2.6,0.32,Graduate
1,13,1,12,1,1,1,22,27,4,4,1,0,0,0,1,21,0,9.4,-0.8,-3.12,Graduate
1,1,1,9,1,1,1,23,14,10,10,1,0,0,1,0,19,0,10.8,1.4,1.74,Graduate
2,12,1,3,0,1,1,13,14,10,8,0,0,0,0,1,32,0,15.5,2.8,-4.06,Graduate
1,1,5,12,1,1,1,22,27,10,6,1,0,0,0,1,19,0,15.5,2.8,-4.06,Graduate
1,8,1,2,1,1,14,1,1,6,8,1,0,0,0,1,18,1,12.7,3.7,-1.7,Dropout
2,12,1,6,1,12,1,13,14,10,6,1,0,0,0,0,26,0,15.5,2.8,-4.06,Dropout
1,8,6,9,1,1,1,22,27,10,10,1,0,0,1,0,25,0,7.6,2.6,0.32,Dropout
1,15,1,4,1,14,1,13,14,6,6,1,0,0,1,0,20,0,16.2,0.3,-0.92,Graduate
2,12,1,17,0,1,1,22,27,10,5,0,0,0,0,0,44,0,15.5,2.8,-4.06,Graduate
1,1,1,15,1,1,1,13,27,10,10,0,0,1,1,1,18,0,13.9,-0.3,0.79,Dropout
1,1,3,12,1,1,1,13,14,10,10,1,0,0,0,0,18,0,12.7,3.7,-1.7,Graduate
1,12,1,14,1,1,1,1,1,5,5,0,0,0,1,0,26,0,9.4,-0.8,-3.12,Dropout
1,15,1,3,0,14,1,22,28,7,7,1,0,0,0,0,23,0,11.1,0.6,2.02,Graduate
1,8,1,15,1,1,1,1,14,5,8,0,0,0,0,1,19,0,15.5,2.8,-4.06,Graduate
1,8,4,14,1,1,1,23,14,10,7,1,0,0,0,1,18,0,8.9,1.4,3.51,Graduate
1,12,1,3,0,1,1,22,27,13,13,0,0,0,0,0,34,0,12.7,3.7,-1.7,Dropout
2,13,1,9,1,1,1,22,27,10,10,1,0,0,0,0,54,0,15.5,2.8,-4.06,Dropout
1,8,1,9,1,1,1,22,27,10,8,1,0,0,0,0,20,0,7.6,2.6,0.32,Dropout
1,9,1,16,1,1,1,22,27,10,6,0,0,0,0,1,18,0,11.1,0.6,2.02,Graduate
1,1,6,12,1,1,1,1,1,5,6,0,0,0,0,0,18,0,9.4,-0.8,-3.12,Dropout
1,1,1,2,1,1,1,23,1,6,2,0,0,0,1,0,21,0,13.9,-0.3,0.79,Dropout
1,1,1,8,1,1,1,1,1,5,11,1,0,0,1,0,18,0,10.8,1.4,1.74,Graduate
1,8,1,6,1,1,6,22,27,10,10,1,0,0,0,0,19,1,15.5,2.8,-4.06,Graduate
1,8,1,2,1,1,1,3,10,3,10,1,0,1,1,0,19,0,10.8,1.4,1.74,Dropout
1,1,1,10,1,1,1,1,1,4,5,0,0,0,1,0,19,0,12.4,0.5,1.79,Graduate
1,1,2,9,1,1,1,13,14,10,5,1,0,0,1,0,23,0,9.4,-0.8,-3.12,Dropout
1,12,1,14,1,1,1,19,24,1,1,1,0,0,1,0,28,0,7.6,2.6,0.32,Dropout
1,8,1,6,1,1,1,3,14,6,6,1,0,0,0,0,18,0,12.7,3.7,-1.7,Graduate
4,12,1,3,0,1,1,22,27,4,5,0,0,0,0,1,35,0,15.5,2.8,-4.06,Graduate
1,1,1,2,1,1,1,3,28,3,11,1,0,0,0,0,18,0,13.9,-0.3,0.79,Graduate
1,1,1,14,1,1,1,22,27,6,10,1,0,0,0,0,23,0,7.6,2.6,0.32,Dropout
1,1,3,12,1,1,1,23,28,10,9,1,0,0,0,1,19,0,12.7,3.7,-1.7,Graduate
1,12,1,3,0,1,1,22,9,10,8,0,0,1,1,0,50,0,12.4,0.5,1.79,Dropout
1,14,1,5,1,1,1,13,28,10,8,0,0,0,1,0,26,0,15.5,2.8,-4.06,Graduate
1,8,4,9,1,1,1,13,1,1,5,1,0,0,1,0,22,0,7.6,2.6,0.32,Dropout
1,1,5,10,1,1,1,18,14,1,3,1,0,0,0,0,18,0,7.6,2.6,0.32,Graduate
1,1,4,15,1,1,1,26,1,5,4,1,0,0,0,0,19,0,11.1,0.6,2.02,Dropout
1,7,3,5,1,1,1,1,28,5,9,1,0,0,0,0,19,0,12.7,3.7,-1.7,Graduate
1,8,5,14,1,1,1,3,4,3,3,0,0,0,1,0,20,0,10.8,1.4,1.74,Dropout
1,1,1,10,1,1,1,13,1,5,4,1,0,0,0,0,20,0,7.6,2.6,0.32,Graduate
1,1,1,10,1,1,1,23,24,10,10,1,0,0,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,5,1,1,1,23,27,4,7,1,0,0,0,1,19,0,8.9,1.4,3.51,Dropout
1,14,1,8,1,1,1,13,1,10,5,0,0,1,1,0,24,0,15.5,2.8,-4.06,Dropout
1,1,3,12,1,1,1,13,27,8,8,1,0,0,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,8,1,15,1,1,1,13,28,10,8,1,0,0,0,1,21,0,8.9,1.4,3.51,Graduate
1,1,3,12,1,1,1,23,28,6,8,1,0,0,0,1,18,0,10.8,1.4,1.74,Graduate
4,12,1,8,1,12,1,22,28,10,5,0,0,0,1,0,48,0,15.5,2.8,-4.06,Dropout
1,8,4,16,1,1,1,13,28,5,2,1,0,0,0,0,18,0,10.8,1.4,1.74,Graduate
2,12,1,7,1,12,1,22,27,10,10,0,0,0,1,0,36,0,16.2,0.3,-0.92,Dropout
1,12,1,17,0,1,1,1,27,10,9,0,0,0,0,0,26,0,16.2,0.3,-0.92,Dropout
1,1,1,10,1,1,1,13,1,7,6,1,0,0,0,0,19,0,12.7,3.7,-1.7,Graduate
1,1,1,6,1,1,1,22,2,10,5,1,0,0,0,1,18,0,12.4,0.5,1.79,Graduate
1,8,4,5,1,1,1,1,3,5,2,1,0,0,0,0,20,0,16.2,0.3,-0.92,Graduate
2,12,1,13,1,1,1,22,27,10,7,0,0,0,0,0,31,0,12.7,3.7,-1.7,Dropout
1,16,1,14,1,1,1,3,1,4,11,0,0,0,1,0,24,0,11.1,0.6,2.02,Dropout
1,4,1,9,1,3,1,1,29,5,8,0,0,0,0,0,33,0,12.4,0.5,1.79,Dropout
2,12,1,3,0,1,1,22,14,10,10,0,0,0,0,0,44,0,12.7,3.7,-1.7,Graduate
1,8,1,14,1,1,1,19,3,8,3,1,0,1,1,0,23,0,7.6,2.6,0.32,Dropout
2,12,1,5,1,9,1,22,28,6,11,0,0,1,1,1,46,0,15.5,2.8,-4.06,Dropout
1,1,3,11,1,1,1,1,1,5,4,1,0,0,1,0,18,0,11.1,0.6,2.02,Graduate
1,8,3,5,1,1,1,3,1,5,5,1,0,0,0,0,19,0,8.9,1.4,3.51,Graduate
1,1,1,12,1,1,1,22,28,7,7,1,0,0,0,1,22,0,11.1,0.6,2.02,Graduate
1,8,3,12,1,1,1,1,1,5,11,1,0,0,1,1,19,0,15.5,2.8,-4.06,Graduate
1,15,1,8,1,14,3,4,4,4,7,0,0,1,0,0,20,1,12.4,0.5,1.79,Dropout
1,1,4,11,1,1,1,22,27,10,8,1,0,0,0,0,24,0,10.8,1.4,1.74,Dropout
1,1,2,10,1,1,1,14,21,1,9,1,0,0,0,0,19,0,7.6,2.6,0.32,Graduate
4,12,1,9,1,1,1,22,27,10,10,0,0,0,0,0,43,0,7.6,2.6,0.32,Graduate
1,1,1,12,1,1,1,13,27,10,10,1,0,0,0,1,19,0,12.7,3.7,-1.7,Graduate
1,1,1,12,1,1,1,13,14,4,4,0,0,0,1,0,19,0,12.7,3.7,-1.7,Graduate
1,1,3,10,1,1,1,23,27,9,9,1,0,0,0,1,19,0,13.9,-0.3,0.79,Graduate
1,1,3,12,1,1,1,1,14,5,6,1,0,1,0,0,18,0,13.9,-0.3,0.79,Dropout
1,1,1,14,1,1,1,3,14,5,6,0,0,0,1,1,19,0,15.5,2.8,-4.06,Graduate
1,8,1,16,1,1,1,23,10,8,1,0,0,0,0,1,20,0,7.6,2.6,0.32,Dropout
1,1,1,12,1,1,1,3,1,3,2,0,0,0,0,1,19,0,13.9,-0.3,0.79,Graduate
1,17,1,6,1,16,1,1,3,5,3,1,0,0,0,1,20,0,8.9,1.4,3.51,Graduate
1,1,4,12,1,1,1,3,29,3,4,1,0,0,0,0,18,0,16.2,0.3,-0.92,Dropout
2,12,1,6,1,12,1,23,28,5,8,0,0,0,0,0,31,0,12.7,3.7,-1.7,Dropout
1,1,4,9,1,1,1,3,1,4,11,0,0,0,1,0,18,0,8.9,1.4,3.51,Dropout
2,12,1,11,1,1,1,1,14,10,10,0,0,0,1,0,47,0,10.8,1.4,1.74,Graduate
1,5,1,15,1,1,9,23,27,6,10,1,0,0,0,0,22,1,12.7,3.7,-1.7,Graduate
2,12,1,10,1,1,1,23,28,10,8,0,0,1,0,1,42,0,11.1,0.6,2.02,Graduate
1,4,1,12,1,3,1,22,27,12,12,1,0,0,1,0,30,0,9.4,-0.8,-3.12,Dropout
2,12,1,3,0,1,1,19,24,13,13,0,0,0,0,0,32,0,10.8,1.4,1.74,Dropout
2,12,1,3,0,1,1,22,27,6,7,0,0,0,0,1,38,0,9.4,-0.8,-3.12,Graduate
1,8,2,7,1,1,1,13,1,10,8,0,0,0,1,0,19,0,16.2,0.3,-0.92,Dropout
1,8,3,12,1,1,1,1,14,8,9,1,0,0,0,1,18,0,12.4,0.5,1.79,Graduate
1,1,1,15,1,1,1,22,27,10,10,1,0,0,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,8,3,15,1,1,1,13,14,6,9,0,0,0,0,0,18,0,8.9,1.4,3.51,Dropout
1,14,2,12,1,1,1,23,28,10,6,0,0,0,0,0,23,0,7.6,2.6,0.32,Graduate
1,1,3,12,1,1,1,22,27,10,10,1,0,1,0,0,19,0,10.8,1.4,1.74,Dropout
1,15,1,4,1,14,1,1,1,4,11,0,0,0,1,0,22,0,15.5,2.8,-4.06,Dropout
1,4,1,17,0,15,1,22,27,10,8,0,0,0,0,0,32,0,12.4,0.5,1.79,Graduate
1,1,1,9,1,1,1,1,3,10,6,0,0,0,1,0,20,0,12.7,3.7,-1.7,Dropout
1,15,1,6,1,14,1,23,27,10,5,1,0,0,1,1,22,0,12.4,0.5,1.79,Graduate
1,1,1,6,1,1,1,22,27,10,2,0,0,0,0,0,20,0,9.4,-0.8,-3.12,Graduate
1,7,4,12,1,1,1,1,1,5,5,1,0,0,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,12,1,17,0,15,1,13,1,4,5,1,0,0,0,0,27,0,8.9,1.4,3.51,Dropout
1,12,2,9,1,9,1,13,28,10,10,1,0,1,1,0,28,0,9.4,-0.8,-3.12,Dropout
1,1,1,6,1,1,1,1,3,10,2,1,0,0,0,0,19,0,15.5,2.8,-4.06,Graduate
1,12,1,3,0,1,1,1,1,5,5,0,0,0,0,0,27,0,15.5,2.8,-4.06,Graduate
1,12,1,13,1,12,1,22,27,10,11,0,0,0,1,0,31,0,15.5,2.8,-4.06,Dropout
1,6,1,9,1,1,12,22,2,7,5,0,0,1,1,0,19,1,12.4,0.5,1.79,Graduate
1,9,3,6,1,1,18,1,1,10,10,1,0,0,0,1,18,1,10.8,1.4,1.74,Graduate
1,1,1,12,1,1,1,23,28,10,10,1,0,0,0,0,18,0,7.6,2.6,0.32,Graduate
1,1,2,2,1,1,1,24,1,4,5,1,0,1,0,0,19,0,12.4,0.5,1.79,Dropout
1,14,1,12,1,1,1,13,14,8,8,0,0,0,0,1,19,0,16.2,0.3,-0.92,Graduate
1,8,1,6,1,1,1,23,28,6,4,0,0,0,0,0,19,0,7.6,2.6,0.32,Graduate
1,1,1,12,1,1,1,13,14,5,5,0,0,0,0,0,18,0,12.7,3.7,-1.7,Graduate
1,14,1,15,1,1,9,19,24,12,12,0,0,1,0,0,23,1,7.6,2.6,0.32,Dropout
1,12,1,2,1,1,1,19,24,1,1,1,0,0,1,0,38,0,7.6,2.6,0.32,Dropout
1,1,3,12,1,1,1,13,27,10,10,1,0,0,0,0,20,0,12.4,0.5,1.79,Graduate
1,12,1,4,1,1,1,23,28,10,10,0,0,1,1,0,28,0,11.1,0.6,2.02,Dropout
1,8,2,9,1,1,1,1,28,5,4,1,0,0,0,0,19,0,13.9,-0.3,0.79,Dropout
1,8,5,6,1,1,1,1,28,5,8,1,0,0,0,1,20,0,13.9,-0.3,0.79,Graduate
4,12,1,14,1,12,1,22,27,10,8,0,0,1,1,1,29,0,11.1,0.6,2.02,Dropout
1,1,1,14,1,1,1,2,2,4,4,1,0,0,1,0,21,0,7.6,2.6,0.32,Dropout
1,1,4,10,1,1,1,1,14,5,6,1,0,0,0,0,19,0,8.9,1.4,3.51,Graduate
1,1,1,14,1,1,1,23,27,10,10,0,0,0,1,1,18,0,12.4,0.5,1.79,Graduate
1,1,6,12,1,1,1,23,28,10,10,1,0,0,0,1,18,0,15.5,2.8,-4.06,Graduate
1,1,1,6,1,1,1,13,14,10,10,1,0,0,0,0,19,0,10.8,1.4,1.74,Graduate
2,12,1,15,1,12,1,22,27,7,7,0,0,1,1,1,49,0,10.8,1.4,1.74,Graduate
1,1,2,11,1,1,1,4,14,5,4,1,0,0,1,0,18,0,12.7,3.7,-1.7,Dropout
1,8,3,15,1,1,1,1,1,5,10,1,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
1,1,1,16,1,1,1,13,27,6,6,1,0,0,0,0,19,0,16.2,0.3,-0.92,Dropout
1,1,1,12,1,1,1,13,14,5,8,0,0,0,0,1,19,0,13.9,-0.3,0.79,Graduate
2,12,1,15,1,12,1,22,27,1,1,0,0,1,1,0,50,0,10.8,1.4,1.74,Dropout
1,1,6,9,1,1,1,1,14,2,7,1,0,0,1,0,19,0,8.9,1.4,3.51,Graduate
1,1,1,14,1,1,1,13,3,5,1,1,0,0,1,0,20,0,7.6,2.6,0.32,Dropout
2,18,1,17,0,1,14,23,27,5,7,0,0,0,0,0,37,1,8.9,1.4,3.51,Graduate
1,12,2,13,1,1,1,13,14,5,6,0,0,0,1,1,25,0,15.5,2.8,-4.06,Dropout
1,1,1,9,1,1,1,1,28,5,4,0,0,0,0,0,18,0,11.1,0.6,2.02,Graduate
1,13,1,7,1,6,1,20,25,7,7,1,0,0,1,0,34,0,7.6,2.6,0.32,Dropout
1,8,5,12,1,1,1,1,1,5,4,1,0,0,0,0,18,0,11.1,0.6,2.02,Graduate
1,12,1,17,0,1,1,1,1,6,6,1,0,0,1,0,38,0,8.9,1.4,3.51,Dropout
1,8,1,4,1,1,1,13,1,10,3,1,0,0,0,1,19,0,12.4,0.5,1.79,Graduate
1,1,1,15,1,1,1,1,3,4,4,1,0,0,0,0,19,0,11.1,0.6,2.02,Graduate
4,12,1,3,0,12,1,1,27,10,2,0,0,0,1,0,45,0,10.8,1.4,1.74,Dropout
1,12,1,6,1,1,1,13,14,5,11,0,0,0,0,0,24,0,13.9,-0.3,0.79,Dropout
1,1,1,12,1,1,1,3,1,3,10,1,0,0,0,0,20,0,11.1,0.6,2.02,Graduate
